date,V1,V2_FINAL,SOXL_buy_hold
2023-10-17,113430854.08789833,113833408.11202548,3493212.4712980716
2023-10-18,107856700.32903625,108707815.35750858,3308597.3522376604
2023-10-19,109696241.41832837,110280342.36997774,3154751.1320027635
2023-10-20,107335789.67769584,108430114.166568,3011764.543425192
2023-10-23,106279359.6993681,107573964.83748683,2966515.675427956
2023-10-24,107052070.79521918,108245811.15280327,3084163.0083979433
2023-10-25,105304227.48433904,106631251.8241535,2709502.264005527
2023-10-26,103642274.45111632,105442975.29324943,2666063.219544023
2023-10-27,103620038.91306175,105229208.51559865,2733031.696077378
2023-10-30,101887667.74062793,103829772.68703328,2629864.15966838
2023-10-31,102203396.03211169,104087359.37107486,2696832.463591002
2023-11-01,104275358.43330188,105775241.1012079,2886877.7437015423
2023-11-02,106249103.86825868,107386113.45235354,3091402.647762339
2023-11-03,111513402.6361183,111630493.15932088,3326696.6232593823
2023-11-06,111801768.75375204,111862534.67470978,3303167.363798265
2023-11-07,112609987.43821317,112671192.63802351,3366515.8480386892
2023-11-08,111313087.49347316,111373587.80891174,3379185.4758424805
2023-11-09,108470372.98727177,109477371.9326182,3328506.619405849
2023-11-10,118275725.01692775,118654405.37229228,3728506.7920165807
2023-11-13,115591329.43755463,115961415.23243949,3623529.432071851
2023-11-14,116993847.14429894,117368423.34415506,4007239.639364396
2023-11-15,117572060.39347063,117948487.84385715,4095927.379212403
2023-11-16,116222228.48208469,116594334.21025972,4112216.999309125
2023-11-17,116412944.23373531,116785660.5716411,4186425.115206876
2023-11-20,119603602.70024104,119986534.48752812,4376470.567928149
2023-11-21,116579740.08197445,116952990.44586974,4133936.6078452445
2023-11-22,113623092.60962386,113986876.75113621,4162895.855745758
2023-11-24,113378451.38936287,113741452.26935463,4179185.4758424805
2023-11-27,112489516.12407027,112849670.9228217,4157465.8673063614
2023-11-28,108567703.86280078,108915302.29581818,4079638.104337147
2023-11-29,110003013.62114522,110355207.44860448,4202714.7353035975
