Date,soxl_real,soxl_synth,soxl_spliced,source
2013-11-18,0.8731189966201782,0.7713472323507602,0.8731189966201782,real
2013-11-19,0.8426348567008972,0.7519944658047921,0.8426348567008972,real
2013-11-20,0.8300471901893616,0.7344834361626817,0.8300471901893616,real
2013-11-21,0.8743319511413574,0.7912407039344577,0.8743319511413574,real
2013-11-22,0.8758487701416016,0.7566453151782129,0.8758487701416016,real
2013-11-25,0.8728160858154297,0.7542185581984421,0.8728160858154297,real
2013-11-26,0.895261287689209,0.7625715870727271,0.895261287689209,real
2013-11-27,0.906939685344696,0.7719174798428539,0.906939685344696,real
2013-11-29,0.9067878723144532,0.7723698133019076,0.9067878723144532,real
2013-12-02,0.90193510055542,0.7701694173260012,0.90193510055542,real
2013-12-03,0.911185622215271,0.7698968049619119,0.911185622215271,real
2013-12-04,0.8996599912643433,0.7643239388810869,0.8996599912643433,real
2013-12-05,0.905574917793274,0.7842545100814677,0.905574917793274,real
2013-12-06,0.9368168115615844,0.8145441499478713,0.9368168115615844,real
2013-12-09,0.9440969228744508,0.8263013445410875,0.9440969228744508,real
2013-12-10,0.9360589981079102,0.8218282057509703,0.9360589981079102,real
2013-12-11,0.9084559679031372,0.7910086423488456,0.9084559679031372,real
2013-12-12,0.8855555057525635,0.770554510220645,0.8855555057525635,real
2013-12-13,0.880853533744812,0.7635379819363299,0.880853533744812,real
2013-12-16,0.916342556476593,0.7990656013396442,0.916342556476593,real
2013-12-17,0.9448548555374146,0.8190324624066675,0.9448548555374146,real
2013-12-18,0.9636611342430116,0.8396532025719746,0.9636611342430116,real
2013-12-19,0.9463716745376588,0.8277227946569609,0.9463716745376588,real
2013-12-20,0.9704859256744384,0.8442187888773786,0.9704859256744384,real
2013-12-23,0.994600236415863,0.8650436572144221,0.994600236415863,real
2013-12-24,1.00642991065979,0.8698503635064934,1.00642991065979,real
2013-12-26,1.015681505203247,0.8843849452566235,1.015681505203247,real
2013-12-27,1.012951374053955,0.8770268142886649,1.012951374053955,real
