date,BASE,CHAMP_NOMARGIN
2012-09-11,194930.8762496852,195206.69753908983
2012-09-12,193727.9691789031,193745.97581313836
2012-09-13,194998.89540140875,195385.3258054636
2012-09-14,197506.35538691754,198654.08921414625
2012-09-17,199038.58407653915,200845.10746898927
2012-09-18,199038.58407653915,200845.10746898927
2012-09-19,199038.58407653915,200845.10746898927
2012-09-20,199038.58407653915,200845.10746898927
2012-09-21,195397.41426442977,195622.3383870656
2012-09-24,192289.2462723964,191164.0888332464
2012-09-25,192289.2462723964,191164.0888332464
2012-09-26,192289.2462723964,191164.0888332464
2012-09-27,194469.12806569337,193742.46663876786
2012-09-28,193412.0810204422,192492.1847889683
2012-10-01,190114.8083204982,188319.78748094325
2012-10-02,191463.79944740745,190026.81248574844
2012-10-03,191463.79944740745,190026.81248574844
2012-10-04,191218.88526933634,189711.74310540914
2012-10-05,188898.7643875868,186409.30133745153
2012-10-08,186879.2423215605,183648.35070339363
2012-10-09,186879.2423215605,183648.35070339363
2012-10-10,186879.2423215605,183648.35070339363
2012-10-11,186879.2423215605,183648.35070339363
2012-10-12,186879.2423215605,183648.35070339363
2012-10-15,187747.39241803277,184705.5266354659
